tenure,MonthlyCharges,TotalCharges,SeniorCitizen,Partner,Dependents,Contract,InternetService,PaymentMethod,PaperlessBilling,Churn
32,21.04578080704968,776.0135173501245,0,1,0,One year,Fiber optic,Bank transfer (automatic),1,1
8,27.087653836964837,216.27013598749886,0,0,0,One year,DSL,Bank transfer (automatic),0,0
42,103.46750413842635,4326.329438344982,0,0,0,Month-to-month,DSL,Electronic check,0,0
47,81.05560309091953,3842.9805166594865,0,1,0,Month-to-month,Fiber optic,Mailed check,1,0
38,92.72361380395502,3580.8007956828096,1,1,1,Two year,Fiber optic,Mailed check,1,1
41,38.94176708218542,1708.6432335923566,0,0,0,Month-to-month,DSL,Bank transfer (automatic),0,0
25,71.70834555901035,1877.9772898767644,0,1,0,One year,No,Mailed check,1,0
49,91.72192235713048,4516.114636980644,0,0,1,Two year,Fiber optic,Electronic check,0,0
24,80.73141370102624,1860.9135338074695,0,0,0,Month-to-month,Fiber optic,Credit card (automatic),1,0
23,65.16987668912094,1448.7830447794322,0,1,0,One year,DSL,Mailed check,0,0
12,113.97837864377148,1347.647621391517,0,1,0,Month-to-month,DSL,Bank transfer (automatic),0,1
59,85.61573334534454,5076.656427628797,0,0,0,Two year,DSL,Bank transfer (automatic),1,0
6,108.7750800241238,657.3663062086644,0,0,0,Month-to-month,Fiber optic,Electronic check,1,1
56,90.97705115736812,5021.063527883693,0,1,1,Month-to-month,Fiber optic,Bank transfer (automatic),1,1
35,91.54635285976832,3121.5347987083655,0,1,0,Month-to-month,Fiber optic,Electronic check,1,0
44,26.001826975767933,1157.030789612976,0,1,0,Two year,DSL,Mailed check,1,0
19,53.94646218539436,1030.984809039964,0,0,0,Month-to-month,No,Mailed check,1,0
64,103.83694067196585,6635.070359625239,0,1,0,Month-to-month,DSL,Mailed check,0,0
7,41.260386214875595,312.96900620613377,1,0,0,Month-to-month,DSL,Electronic check,0,0
15,29.55058661564662,505.59942227942895,1,0,0,Month-to-month,No,Bank transfer (automatic),1,0
13,50.61060566387934,673.4413204637226,0,1,0,One year,DSL,Electronic check,1,0
14,40.043788489261395,513.5305211097798,0,0,0,Month-to-month,Fiber optic,Mailed check,0,0
65,110.52881947931552,7280.134247939006,0,1,1,One year,DSL,Mailed check,1,0
31,104.79666420021312,3239.88116607544,0,1,0,Two year,DSL,Mailed check,1,0
62,67.96832302829043,4216.535909400383,0,1,0,Two year,Fiber optic,Mailed check,1,0
50,24.134387448386803,1174.0364705030254,0,1,0,One year,DSL,Mailed check,0,0
24,89.45623460931563,2093.228953190411,0,1,0,Month-to-month,DSL,Electronic check,1,1
57,80.34117313362646,4529.797150938122,0,0,0,Month-to-month,Fiber optic,Mailed check,1,1
62,115.0554670728496,7072.799246163247,0,1,1,Two year,DSL,Electronic check,1,0
61,73.8953240270377,4357.117711638104,0,0,0,Two year,No,Electronic check,1,0
21,51.63937234029094,1076.6138328699378,0,1,0,Month-to-month,No,Mailed check,0,0
57,69.90216935785557,4039.5410961725556,0,1,1,Two year,Fiber optic,Mailed check,1,0
57,115.92632914045163,6558.585139334408,1,1,0,Two year,DSL,Credit card (automatic),0,0
48,87.63624325330305,4334.514070631182,0,1,1,Two year,Fiber optic,Mailed check,1,0
51,85.19761379270511,4414.397193791991,0,0,0,One year,Fiber optic,Electronic check,1,0
41,42.068158972588535,1723.8833261525938,0,1,0,Two year,DSL,Bank transfer (automatic),1,0
69,92.36025175606177,6317.303280082698,0,1,1,Two year,DSL,Electronic check,1,0
14,93.02718294717717,1222.5256671964992,0,1,1,Month-to-month,No,Mailed check,1,1
53,49.72889837759053,2629.947430252843,1,0,0,Two year,Fiber optic,Electronic check,1,0
59,66.37138323907132,3919.317643447648,0,1,0,Month-to-month,Fiber optic,Bank transfer (automatic),0,0
7,47.460333294045604,322.0029773519971,1,0,0,Month-to-month,DSL,Bank transfer (automatic),1,0
52,43.87050703242867,2334.732521700923,1,1,0,Two year,Fiber optic,Bank transfer (automatic),1,0
59,20.589607024948513,1289.6409192839733,0,1,1,One year,DSL,Electronic check,1,0
4,46.52117446533321,209.718392439009,0,1,0,Two year,No,Bank transfer (automatic),0,0
67,73.39699498782748,4943.921962847168,0,1,0,Month-to-month,DSL,Bank transfer (automatic),1,0
5,18.160118754902882,75.0228306648996,0,1,1,Month-to-month,No,Electronic check,0,0
46,46.32190838096675,2130.5618817711393,0,1,1,Month-to-month,Fiber optic,Mailed check,1,1
54,106.141033232325,5752.197467215918,0,1,0,Month-to-month,Fiber optic,Bank transfer (automatic),0,0
39,77.36485851073608,3001.3925737804007,0,0,1,One year,No,Credit card (automatic),0,0
51,78.78628240809805,4051.142761352973,0,1,0,Month-to-month,DSL,Credit card (automatic),0,1
15,58.336430502635324,822.2376717776405,0,1,1,Month-to-month,DSL,Electronic check,0,1
12,85.6472143492411,991.1564579259018,1,0,0,Month-to-month,No,Bank transfer (automatic),1,1
29,36.99327662303591,1020.4593672508521,0,1,1,One year,Fiber optic,Electronic check,0,1
18,99.87468103841915,1764.3131529927714,0,1,0,Month-to-month,Fiber optic,Mailed check,0,0
16,29.66891199358998,460.3383806329395,0,0,0,One year,DSL,Electronic check,0,0
62,83.60013546531093,5234.662955683644,0,1,0,Month-to-month,Fiber optic,Electronic check,1,0
18,52.114932581968304,940.1403955732792,1,1,1,Month-to-month,DSL,Credit card (automatic),1,0
57,92.75129705824767,5222.608545730863,0,0,1,Two year,Fiber optic,Bank transfer (automatic),0,1
54,72.97645512660199,3870.630553474496,0,0,0,Month-to-month,DSL,Electronic check,0,0
61,63.23530384787162,3836.553658274289,0,1,0,One year,Fiber optic,Credit card (automatic),1,0
22,34.942240209324694,810.4493361040381,0,0,0,One year,DSL,Mailed check,1,0
8,81.68214642843529,723.6060186672144,1,0,0,One year,Fiber optic,Electronic check,1,0
11,115.4769843420413,1190.7085779156448,0,0,0,One year,DSL,Electronic check,1,0
0,100.5603424907015,18.617623223502953,0,1,0,One year,Fiber optic,Electronic check,0,0
57,24.00081925890118,1347.9530746835712,0,1,0,One year,Fiber optic,Mailed check,1,0
0,55.62293783611911,0.0,0,0,0,Month-to-month,DSL,Credit card (automatic),1,0
33,110.55830091902718,3595.2118363824206,0,0,1,Month-to-month,No,Mailed check,1,1
47,68.30437475570214,3199.3024511453555,0,0,0,Two year,Fiber optic,Electronic check,1,0
0,84.21118258081792,0.0,0,0,0,Two year,Fiber optic,Credit card (automatic),0,0
15,109.25993455913904,1625.6064722128679,0,1,0,Month-to-month,DSL,Electronic check,0,1
60,105.37946904198807,6380.181034648511,0,1,0,Month-to-month,Fiber optic,Credit card (automatic),1,0
63,68.18203755405109,4327.0302419046875,0,1,0,Month-to-month,DSL,Electronic check,1,0
62,61.7646302657602,3925.0946570115816,1,1,0,One year,No,Credit card (automatic),0,0
68,51.96926184795871,3560.2276671462923,0,0,0,Month-to-month,DSL,Bank transfer (automatic),0,1
21,89.90194431628912,1896.6667341169118,1,1,0,One year,DSL,Mailed check,1,0
66,46.698679947154325,3109.7576568878044,0,0,0,Two year,DSL,Electronic check,0,0
25,42.98876064309002,1035.929107606485,0,0,0,Two year,No,Credit card (automatic),1,0
15,53.62498946037801,700.0734244676329,0,0,0,Month-to-month,Fiber optic,Electronic check,1,1
50,35.7215056878792,1825.8838419671638,0,0,0,Two year,DSL,Credit card (automatic),1,0
56,87.51198159457674,4810.904515059445,0,1,0,One year,No,Mailed check,1,0
28,79.62406493306122,2285.5538708905933,0,0,0,Month-to-month,DSL,Bank transfer (automatic),1,1
68,66.28785341158436,4545.114719154828,0,0,0,Month-to-month,Fiber optic,Electronic check,1,1
46,57.03257792615547,2581.0225273176293,0,0,1,One year,Fiber optic,Credit card (automatic),1,0
61,108.90625428967314,6621.477028513949,0,0,1,Two year,No,Mailed check,1,0
68,20.912378498910527,1421.464807619709,0,1,0,Month-to-month,Fiber optic,Bank transfer (automatic),0,0
15,94.91077435072991,1377.5530493899316,0,0,0,Month-to-month,Fiber optic,Mailed check,1,0
47,108.19095717488888,5112.000996687226,0,1,0,Month-to-month,Fiber optic,Mailed check,1,1
38,62.635457942992595,2411.580890912828,0,0,0,Two year,Fiber optic,Electronic check,1,0
32,73.06904914706467,2266.0615006987327,0,1,0,Two year,DSL,Mailed check,1,0
22,112.4463687882038,2432.664662984708,0,0,0,Month-to-month,Fiber optic,Electronic check,1,1
9,39.22775152855144,351.2094214583115,0,0,1,Month-to-month,Fiber optic,Bank transfer (automatic),1,0
68,70.0134847784685,4817.945981484377,0,1,0,Two year,Fiber optic,Electronic check,0,0
33,65.47211271282129,2193.1939693055037,0,1,1,One year,DSL,Mailed check,0,0
51,43.83926478703701,2119.256589062588,0,1,0,Two year,DSL,Mailed check,0,0
9,99.85932303731079,884.1341984500057,0,0,0,Two year,Fiber optic,Credit card (automatic),1,1
18,107.96005947632358,1966.9147514239964,0,1,0,Month-to-month,Fiber optic,Mailed check,0,1
57,96.19325797882088,5443.017713920142,0,1,0,One year,No,Electronic check,0,0
0,37.53589608486084,0.0,1,0,1,Month-to-month,Fiber optic,Bank transfer (automatic),0,1
68,26.674863550138156,1776.5429872599796,0,1,0,Two year,Fiber optic,Credit card (automatic),1,0
3,78.54444853053423,220.2344893370468,0,0,0,One year,DSL,Bank transfer (automatic),1,0
15,23.709476050988393,306.68746973100485,1,0,0,Two year,DSL,Mailed check,0,0
23,85.28258885580843,1994.4960621699631,0,1,0,Two year,Fiber optic,Credit card (automatic),0,0
1,71.04242203272426,28.007348577124766,0,0,0,Month-to-month,DSL,Electronic check,1,0
31,84.27857327436637,2560.8278344062614,1,0,0,Month-to-month,No,Mailed check,1,1
23,77.0170773649744,1751.458184392965,1,0,0,Month-to-month,No,Electronic check,1,0
11,60.270256952717276,736.9186541822692,0,0,1,Two year,Fiber optic,Bank transfer (automatic),1,0
49,38.087718014022826,1892.5621761116577,0,1,0,Two year,Fiber optic,Credit card (automatic),1,0
34,48.570213581048854,1680.8304534781978,0,1,0,Two year,Fiber optic,Electronic check,1,0
32,70.45005742189764,2268.7144010657635,0,0,0,One year,Fiber optic,Electronic check,0,0
32,83.18680936476059,2614.62885244569,1,1,1,Month-to-month,Fiber optic,Mailed check,1,1
60,95.94830168845284,5724.894812127144,0,0,0,Month-to-month,DSL,Electronic check,0,0
50,94.71707184490609,4695.353795692636,0,1,1,Month-to-month,No,Credit card (automatic),0,0
42,115.26887432610853,4895.870721790823,0,1,0,One year,Fiber optic,Bank transfer (automatic),1,0
11,46.58414486634094,527.1924300938892,0,0,0,Two year,DSL,Bank transfer (automatic),0,0
66,25.11107082134368,1573.9653890739144,0,0,0,Month-to-month,DSL,Credit card (automatic),1,1
64,52.56569355418593,3436.837041387134,0,0,1,Two year,Fiber optic,Credit card (automatic),0,1
32,92.32944752240766,2937.9447491614824,0,0,0,Month-to-month,DSL,Bank transfer (automatic),1,0
39,61.81116510332952,2443.3043397558627,1,1,0,Month-to-month,DSL,Mailed check,1,0
42,99.77884305894194,4243.328305477882,0,0,0,Month-to-month,DSL,Electronic check,0,1
43,72.9326365186015,3007.9999361270243,0,1,0,Month-to-month,No,Electronic check,1,1
28,110.9791722630503,3130.146708729406,0,1,0,Two year,DSL,Mailed check,0,0
12,112.78634419990688,1340.8073271467476,1,0,1,Month-to-month,Fiber optic,Bank transfer (automatic),1,0
11,24.93045060187487,153.1403567565397,1,1,1,Month-to-month,DSL,Bank transfer (automatic),1,1
45,63.641343971242435,2807.234124079624,0,0,1,Two year,Fiber optic,Mailed check,1,0
1,78.9689061249568,56.23847904321022,0,0,0,Two year,Fiber optic,Mailed check,1,0
34,43.587254081221275,1524.2492075998791,0,1,0,One year,No,Credit card (automatic),0,0
7,58.707677937898026,402.14184806468484,0,0,0,Month-to-month,Fiber optic,Credit card (automatic),1,0
25,85.76815411176983,2151.609918511201,1,0,0,Month-to-month,Fiber optic,Bank transfer (automatic),1,1
33,40.673422689836144,1324.4165306226016,0,0,1,Month-to-month,Fiber optic,Bank transfer (automatic),0,0
6,78.19813529744525,523.5840254999626,0,1,0,Month-to-month,Fiber optic,Electronic check,1,1
67,87.7447828164306,5904.95200653156,0,1,1,Two year,DSL,Bank transfer (automatic),1,0
57,27.049631109586677,1549.9717473356407,1,0,1,Month-to-month,Fiber optic,Bank transfer (automatic),1,0
28,67.75293160274528,1839.925434817055,1,0,0,Month-to-month,DSL,Electronic check,1,0
35,44.30800299241908,1556.77207549122,0,1,0,One year,No,Credit card (automatic),0,0
20,90.43863559980446,1947.8663022650514,0,1,0,Two year,Fiber optic,Mailed check,1,0
35,36.95555085369405,1333.2076442042576,0,0,0,Month-to-month,Fiber optic,Electronic check,0,1
9,107.22379155381064,928.0469848026715,0,1,0,Month-to-month,Fiber optic,Electronic check,0,0
23,61.09413365183269,1497.7880685028217,0,0,1,Month-to-month,Fiber optic,Bank transfer (automatic),0,1
63,37.80030303075535,2342.2494098647226,0,0,0,Month-to-month,Fiber optic,Mailed check,0,0
48,61.802179635032935,3002.2198245171317,0,0,0,Month-to-month,Fiber optic,Bank transfer (automatic),0,0
35,58.874376280852786,2058.293178292284,0,1,1,One year,DSL,Mailed check,0,0
23,60.891895949371026,1409.620061151145,0,1,1,Month-to-month,DSL,Electronic check,1,1
22,76.55612934974468,1695.1763316023716,1,1,1,Month-to-month,DSL,Mailed check,1,0
61,70.11737249135376,4264.781300651999,1,0,0,Month-to-month,DSL,Bank transfer (automatic),1,1
36,32.97771316809027,1167.7306886676668,0,1,0,Two year,No,Mailed check,0,0
11,24.557907264663633,204.29527568314182,1,1,0,One year,Fiber optic,Mailed check,0,0
54,90.94154487265405,4854.592471612792,0,0,0,Two year,DSL,Mailed check,0,0
12,73.97174359283134,904.3591080778871,0,1,0,Month-to-month,DSL,Bank transfer (automatic),1,0
22,53.900076807926375,1151.6659739667095,0,0,0,Two year,Fiber optic,Electronic check,1,1
29,98.83578224980738,2820.7371908216687,0,0,1,Month-to-month,Fiber optic,Credit card (automatic),0,1
16,56.805847426095696,1050.2597538469322,0,1,0,Month-to-month,Fiber optic,Electronic check,1,1
61,97.59650896006075,6077.854317827434,0,1,0,One year,Fiber optic,Mailed check,0,0
12,48.57561275123747,611.9485577471637,0,0,0,One year,No,Credit card (automatic),1,0
58,25.284529754519973,1502.5783126665995,0,1,0,Two year,DSL,Mailed check,1,0
18,111.2639693799929,1962.1306167867135,0,1,0,One year,Fiber optic,Mailed check,0,0
48,57.45511292813732,2698.583373620362,0,1,0,Month-to-month,No,Electronic check,1,0
11,97.2692572849378,1052.9450388296254,0,0,1,Month-to-month,DSL,Bank transfer (automatic),1,0
60,45.914413322230445,2754.879627047554,0,0,0,Month-to-month,Fiber optic,Mailed check,1,0
18,82.6365112123656,1523.1110797993952,0,1,0,Month-to-month,DSL,Mailed check,1,0
8,105.33108732577283,751.1318735528572,0,0,0,One year,Fiber optic,Mailed check,0,1
70,22.164402233998032,1658.870514774637,0,1,0,Month-to-month,DSL,Electronic check,0,0
27,101.06357646860893,2741.1178004867174,0,1,1,Two year,No,Credit card (automatic),0,0
51,75.13330049719286,3754.263490329409,0,1,0,One year,No,Electronic check,0,0
15,78.74717539085692,1189.0813706302968,0,1,0,Month-to-month,No,Credit card (automatic),0,0
68,70.31580008059827,4736.351862325996,1,0,0,Month-to-month,Fiber optic,Bank transfer (automatic),1,1
11,105.44751032836425,1111.295608774844,0,1,1,Month-to-month,No,Mailed check,0,0
24,22.343335723563747,483.1199630068065,0,0,0,Two year,Fiber optic,Mailed check,0,0
51,44.10283915358481,2236.420498741867,0,0,0,Two year,Fiber optic,Electronic check,0,0
52,105.57625388591553,5595.100986605316,0,1,0,Month-to-month,DSL,Electronic check,0,0
22,93.2345702531956,2055.793812502509,1,1,1,Two year,Fiber optic,Credit card (automatic),1,1
15,19.764516017860586,331.1622305644048,0,0,1,One year,Fiber optic,Mailed check,1,1
56,69.70062832097086,3950.1609000659423,0,1,0,Two year,DSL,Credit card (automatic),1,0
38,70.95726807126749,2689.1383702802054,0,1,1,Month-to-month,Fiber optic,Mailed check,0,0
52,58.088213512791036,2962.536101743067,0,0,0,Month-to-month,No,Mailed check,1,0
41,47.73933320619897,1877.3755772833497,0,0,0,Month-to-month,DSL,Electronic check,0,1
57,86.17248504123421,4892.459038167009,0,0,0,Month-to-month,DSL,Mailed check,0,0
38,38.77904647047538,1530.8005815471618,0,1,1,Month-to-month,No,Bank transfer (automatic),1,0
13,97.8948562071706,1319.4027381956994,0,1,0,Month-to-month,DSL,Electronic check,1,0
4,98.30371607674718,406.03389570829415,0,0,1,One year,No,Bank transfer (automatic),0,0
34,59.52614375728205,2043.3328185755252,0,0,0,Month-to-month,Fiber optic,Bank transfer (automatic),1,1
17,46.35480109096477,781.1904005241146,0,1,1,One year,Fiber optic,Credit card (automatic),1,0
8,46.38781815907132,347.02844558317076,0,0,0,One year,DSL,Credit card (automatic),1,0
57,66.22913239962101,3738.1513678357037,1,0,0,Two year,DSL,Credit card (automatic),0,0
16,89.95792247493587,1365.7542473838816,0,1,0,Month-to-month,Fiber optic,Electronic check,0,0
6,53.886869099385876,413.1775054275712,0,0,0,Month-to-month,Fiber optic,Mailed check,0,1
45,79.00433454577515,3563.7511029252482,0,1,0,Month-to-month,Fiber optic,Bank transfer (automatic),1,1
12,56.24844605825943,652.8580899162582,0,0,0,Month-to-month,Fiber optic,Credit card (automatic),1,0
39,48.452318915138335,1980.6987644800192,0,1,1,One year,Fiber optic,Credit card (automatic),0,0
41,20.485951591579415,940.5231367928687,0,1,0,Month-to-month,Fiber optic,Mailed check,0,1
8,18.391410573539062,284.3892022387312,0,0,0,Month-to-month,No,Credit card (automatic),1,0
49,40.72076778320044,1982.9012489599263,1,0,0,Month-to-month,Fiber optic,Bank transfer (automatic),1,0
26,58.640628680099546,1529.9178843215595,0,0,0,Month-to-month,No,Electronic check,1,1
65,103.12611673620603,6735.745383978133,0,1,0,Two year,DSL,Credit card (automatic),1,0
4,97.84842429304254,474.50295383455875,0,0,1,Two year,Fiber optic,Mailed check,0,0
28,44.71652625879899,1255.1638941442081,0,1,0,One year,Fiber optic,Bank transfer (automatic),1,0
36,42.454044298429935,1479.1778518917424,0,0,1,Month-to-month,No,Bank transfer (automatic),0,1
37,40.73220710700274,1469.422683920732,0,1,0,Two year,Fiber optic,Electronic check,1,0
7,51.9237340528867,422.33771083965104,0,0,1,Two year,DSL,Bank transfer (automatic),1,0
64,67.81987195616854,4371.5235648525195,0,1,0,Two year,Fiber optic,Electronic check,0,0
16,61.86677720315755,981.2229296259967,0,1,0,Month-to-month,DSL,Bank transfer (automatic),0,0
70,39.827319878149375,2775.978385891137,0,1,0,Month-to-month,DSL,Mailed check,1,0
44,31.0451409943618,1357.3429268237367,0,1,1,Month-to-month,Fiber optic,Electronic check,0,0
3,19.257781248619537,119.72529524028865,1,1,0,Two year,No,Bank transfer (automatic),0,0
35,33.396323866650384,1129.4236880271521,1,1,0,Two year,DSL,Bank transfer (automatic),0,0
69,88.53563701941182,6048.288399298449,0,0,0,Month-to-month,DSL,Credit card (automatic),1,1
30,42.36385693455829,1361.756146715705,1,1,1,Month-to-month,No,Mailed check,1,0
18,64.86018101215097,1168.7359818207005,0,0,0,One year,DSL,Credit card (automatic),1,0
60,77.13011489232447,4623.840455582366,0,0,0,Two year,No,Credit card (automatic),1,0
53,106.68409028316071,5687.806390993404,0,0,1,One year,DSL,Bank transfer (automatic),1,0
38,106.88550983934195,4012.2038559682646,0,0,1,One year,Fiber optic,Electronic check,1,0
